"","X","code","sdate","gear","zone15e","zone15n","temp","do","vegd","stratum","richness","shannon","year"
"236","BLGL163",12001680,"10/10/1995","F",639205,4842412,12.5,NA,2,"BWC-S",3,0.900256051268537,1995
"237","BKCP187",12001797,"06/17/1996","F",643155,4846962,23.3,NA,2,"BWC-S",9,1.60386607378785,1996
"238","BKCP188",12001378,"07/26/1995","F",643455,4832712,28.1,NA,NA,"IMP-S",10,1.79229382809127,1995
"239","BKCP189",12001487,"08/22/1995","F",639555,4831112,26.5,NA,NA,"IMP-S",10,2.10252411611516,1995
"240","BKCP190",12001519,"08/30/1995","F",642155,4845812,27.1,NA,2,"BWC-S",4,0.800045853053124,1995
"241","BKCP191",12001669,"10/09/1995","F",639605,4830512,13.1,NA,NA,"IMP-S",5,0.967103073050188,1995
"242","BWFN80",12001596,"09/21/1995","F",642655,4837112,15.3,NA,NA,"IMP-S",7,1.66295046658821,1995
"243","BLGL168",12001723,"10/18/1995","F",638555,4858312,12.6,NA,NA,"BWC-S",7,1.66649154071292,1995
"244","BKCP192",12001730,"10/24/1995","F",636555,4857162,8.7,NA,NA,"BWC-S",11,2.03090855937152,1995
"245","BKCP193",12001731,"10/24/1995","F",636921,4857744,7.9,NA,NA,"BWC-S",8,1.80829517195548,1995
"246","BKCP194",12000505,"09/30/1993","F",636921,4857744,13,NA,NA,"BWC-S",7,1.52580943875851,1993
"247","BKCP195",12000651,"06/20/1994","F",639755,4842712,29,NA,2,"BWC-S",7,1.6580285263157,1994
"248","LNGR53",12000679,"06/27/1994","F",641255,4828012,27,NA,NA,"IMP-S",3,1.02818385933293,1994
"249","BKBH4",12001719,"10/18/1995","F",638605,4850662,13.4,NA,NA,"BWC-S",16,2.35843086280061,1995
"250","BKCP197",12001960,"07/22/1996","F",641255,4843512,24.8,NA,1,"BWC-S",9,1.50453650847691,1996
"251","BLGL175",12001961,"07/22/1996","F",641305,4843712,24.5,NA,NA,"BWC-S",5,1.6094379124341,1996
"252","BKCP198",12001963,"07/22/1996","F",641605,4844262,26.3,NA,1,"BWC-S",11,1.80334612352734,1996
"253","BKCP199",12001967,"07/23/1996","F",641205,4840862,26.3,NA,2,"BWC-S",7,1.56292982629207,1996
"254","BKCP200",12001969,"07/24/1996","F",642889,4845173,24.9,NA,1,"BWC-S",9,1.65444058206095,1996
"255","BKCP201",12001703,"10/12/1995","F",642889,4845173,15,NA,NA,"BWC-S",15,2.16898105865118,1995
"256","BKCP202",12001854,"06/26/1996","F",640855,4840362,24,NA,2,"BWC-S",4,1.08707537716112,1996
"257","CARP114",12001955,"07/17/1996","F",640555,4836562,24.9,NA,NA,"IMP-S",5,1.12753478981913,1996
"258","FHCF28",12001959,"07/22/1996","F",641255,4842962,24.5,NA,1,"BWC-S",3,1.05492016798614,1996
"259","BKCP203",12000716,"07/07/1994","F",636921,4857744,29,NA,NA,"BWC-S",4,0.885288834440902,1994
"260","BKCP204",12000717,"07/07/1994","F",636921,4857744,28,NA,NA,"BWC-S",6,1.30537013676468,1994
"261","BKCP205",12001059,"10/06/1994","F",636921,4857744,15,NA,NA,"BWC-S",4,0.936877969929114,1994
"262","BKCP206",12001799,"06/17/1996","F",643005,4846562,23.4,NA,1,"BWC-S",7,1.57923313461134,1996
"263","BKCP207",12001844,"06/25/1996","F",639105,4842312,NA,NA,2,"BWC-S",12,1.94606706791516,1996
"264","BWFN90",12001928,"07/15/1996","F",641313,4835499,24.6,NA,2,"IMP-S",9,2.08376603748565,1996
"265","BKCP208",12001934,"07/15/1996","F",643305,4828412,25.2,NA,NA,"IMP-S",9,1.48877823592244,1996
"266","BKCP209",12002094,"08/26/1996","F",642355,4844762,24.9,NA,2,"BWC-S",3,0.796311640173813,1996
"267","BKCP210",12002095,"08/26/1996","F",642889,4845173,25.2,NA,NA,"BWC-S",18,2.64542048315018,1996
"268","BKCP211",12002096,"08/26/1996","F",642889,4845173,25.2,NA,NA,"BWC-S",13,2.17091559511915,1996
"269","BKCP212",12002098,"08/26/1996","F",643205,4845662,25.5,NA,1,"BWC-S",10,1.79585968237727,1996
"270","BKCP213",12001732,"10/24/1995","F",636921,4857744,7.9,NA,NA,"BWC-S",7,1.40161715083865,1995
"271","BKCP214",12001917,"07/09/1996","F",636921,4857744,23.8,NA,NA,"BWC-S",10,1.33238209252291,1996
"272","BKCP215",12001918,"07/09/1996","F",636921,4857744,23.8,NA,NA,"BWC-S",5,1.00615919020503,1996
"273","BKCP216",12001972,"07/24/1996","F",642305,4847112,25.4,NA,NA,"BWC-S",10,1.71687680918174,1996
"274","BKCP217",12001974,"07/24/1996","F",641555,4846262,25.2,NA,1,"BWC-S",11,2.04181645576977,1996
"275","BKCP218",12002055,"08/15/1996","F",643405,4839162,23.9,NA,2,"IMP-S",12,2.13062598691856,1996
"276","BKCP219",12000800,"07/27/1994","F",642805,4846362,22,NA,2,"BWC-S",2,0.693147180559945,1994
"277","BKCP220",12000949,"08/29/1994","F",639335,4842309,21.8,NA,1,"BWC-S",10,1.24702309567425,1994
"278","BKCP221",12002045,"08/14/1996","F",641155,4840512,26,NA,2,"BWC-S",13,2.09049009960241,1996
"279","BKCP222",12002175,"09/17/1996","F",641305,4841612,18.1,NA,2,"BWC-S",13,1.67641594756173,1996
"280","BKCP223",12002178,"09/17/1996","F",640355,4841612,19.1,NA,1,"BWC-S",11,2.13321086273122,1996
"281","BKCP224",12002205,"09/23/1996","F",642005,4845862,18,NA,2,"BWC-S",8,1.85765976635358,1996
"282","BKCP225",12002206,"09/23/1996","F",641305,4845462,17.5,NA,NA,"BWC-S",7,1.52694625599429,1996
"283","BKCP226",12002260,"10/14/1996","F",636921,4857744,13.5,NA,NA,"BWC-S",7,1.43251531316977,1996
"284","BKCP227",12002261,"10/14/1996","F",636921,4857744,13.5,NA,NA,"BWC-S",6,1.49324757691863,1996
"285","BKCP228",12002032,"08/13/1996","F",638855,4837562,25.2,NA,2,"BWC-S",10,1.74755177798516,1996
"286","BKCP229",12002147,"09/09/1996","F",641205,4844062,24.1,NA,1,"BWC-S",7,1.88915916375402,1996
"287","BLGL206",12002171,"09/16/1996","F",642855,4840362,19.4,NA,1,"BWC-S",8,1.73102555986762,1996
"288","BKCP230",12002173,"09/17/1996","F",642055,4842362,17.6,NA,1,"BWC-S",9,2.00944944635654,1996
"289","BKCP231",12002200,"09/23/1996","F",642889,4845173,17.2,NA,2,"BWC-S",8,1.87345173755457,1996
"290","BKCP232",12001127,"10/19/1994","F",642889,4845173,14,NA,NA,"BWC-S",5,1.28057458399202,1994
"291","BKCP233",12002114,"08/29/1996","F",638605,4858512,22.6,NA,NA,"BWC-S",7,1.67330391545953,1996
"292","BKCP234",12002165,"09/16/1996","F",643005,4842012,18.4,NA,1,"BWC-S",7,1.5977295736436,1996
"293","BKCP235",12002168,"09/16/1996","F",643255,4841912,19.1,NA,1,"BWC-S",10,1.28879737066349,1996
"294","BKCP236",12002241,"10/09/1996","F",642655,4837012,13.6,NA,NA,"IMP-S",8,1.95134960625207,1996
"295","BKCP237",12002286,"10/16/1996","F",640655,4847412,14.1,NA,NA,"BWC-S",5,0.866059870249309,1996
"296","BKCP238",12002350,"06/16/1997","F",643755,4844712,22.5,NA,2,"BWC-S",10,1.82725228774332,1997
"297","BKCP239",12002351,"06/16/1997","F",643655,4844112,22.2,NA,NA,"BWC-S",9,1.74314037485302,1997
"298","BKCP240",12002352,"06/16/1997","F",644155,4845062,21.9,NA,2,"BWC-S",14,2.23036816772124,1997
"299","BKCP241",12002099,"08/26/1996","F",643855,4845462,25.7,NA,2,"BWC-S",6,1.4643301959565,1996
"300","BKCP242",12002101,"08/26/1996","F",643605,4842212,25,NA,2,"BWC-S",10,2.0474240601573,1996
"301","BKCP243",12002212,"09/24/1996","F",642889,4845173,17.2,NA,NA,"BWC-S",11,1.95090138272734,1996
"302","BKCP244",12002435,"06/30/1997","F",638855,4856862,27,NA,NA,"BWC-S",9,1.81827848473342,1997
"303","BKCP245",12002130,"09/03/1996","F",636921,4857744,24.9,NA,NA,"BWC-S",13,1.46846624799298,1996
"304","FHCF36",12002329,"10/28/1996","F",642055,4827512,9.9,NA,NA,"IMP-S",5,1.41274463686385,1996
"305","BKCP246",12001026,"09/28/1994","F",643355,4837512,17.3,NA,NA,"IMP-S",7,1.39929838710183,1994
"306","13",12001028,"09/29/1994","F",640905,4841612,16.3,NA,1,"BWC-S",1,0,1994
"307","BKCP247",12001031,"09/29/1994","F",640155,4840862,15.5,NA,1,"BWC-S",7,1.54964533388355,1994
"308","BKCP248",12001082,"10/11/1994","F",639505,4837262,13.2,NA,NA,"BWC-S",10,1.70726134069101,1994
"309","BKCP249",12002366,"06/17/1997","F",642405,4847012,25.3,NA,NA,"BWC-S",13,1.99252695875755,1997
"310","BLGL223",12002421,"06/26/1997","F",640855,4839112,26.5,NA,1,"BWC-S",8,1.84651470729062,1997
"311","BWFN116",12002451,"07/08/1997","F",643355,4837112,20.5,NA,1,"IMP-S",6,1.04418684831137,1997
"312","BKCP250",12002452,"07/08/1997","F",642805,4837412,20.9,NA,1,"IMP-S",2,0.562335144618808,1997
"313","SFSN1",12002455,"07/08/1997","F",641110,4835635,22.2,NA,1,"IMP-S",2,0.693147180559945,1997
"314","BKCP251",12002355,"06/16/1997","F",642889,4845173,21.8,NA,1,"BWC-S",15,2.3540723578318,1997
"315","BKCP252",12002356,"06/17/1997","F",641555,4846862,21,NA,NA,"BWC-S",12,2.12554298905589,1997
"316","RKBS53",12002362,"06/17/1997","F",641255,4842912,23.7,NA,NA,"BWC-S",2,0.673011667009257,1997
"317","BLGL226",12002364,"06/17/1997","F",641955,4844862,24.2,NA,2,"BWC-S",10,1.7600540671305,1997
"318","BKCP253",12002517,"07/24/1997","F",636355,4857312,23.3,NA,NA,"BWC-S",7,1.05484585381652,1997
"319","BKCP254",12002518,"07/24/1997","F",636921,4857744,23.9,NA,1,"BWC-S",7,1.51001124424318,1997
"320","BKCP255",12002519,"07/24/1997","F",636921,4857744,23.9,NA,1,"BWC-S",8,1.48179664301689,1997
"321","BKCP256",12002566,"08/07/1997","F",643005,4840712,26.2,NA,2,"BWC-S",6,1.74786809746676,1997
"322","CARP142",12001696,"10/12/1995","F",643555,4845462,15.2,NA,1,"BWC-S",3,0.867563228481461,1995
"323","BLGL230",12001698,"10/12/1995","F",643655,4844862,15.9,NA,1,"BWC-S",7,1.84622021932163,1995
"324","BKCP257",12001701,"10/12/1995","F",643855,4844362,15.5,NA,2,"BWC-S",11,1.99317914764807,1995
"325","BLGL232",12001937,"07/16/1996","F",641055,4836312,25.4,NA,NA,"IMP-S",6,1.20008732276787,1996
"326","BKCP258",12002501,"07/22/1997","F",635955,4858012,23.9,NA,1,"BWC-S",9,1.74799392621661,1997
"327","BKCP259",12002550,"08/06/1997","F",643105,4840862,24.7,NA,1,"BWC-S",10,1.83109125816814,1997
"328","BKCP260",12002690,"09/03/1997","F",642889,4845173,22.2,NA,2,"BWC-S",12,1.94145768929996,1997
"329","BKCP261",12002691,"09/03/1997","F",643955,4844462,20.4,NA,2,"BWC-S",4,1.15661660019315,1997
"330","BKCP262",12002402,"06/24/1997","F",640755,4841262,27.5,NA,2,"BWC-S",6,1.48803604417812,1997
"331","BKCP263",12002542,"08/06/1997","F",642905,4842012,20.9,NA,2,"BWC-S",8,1.759852503577,1997
"332","BKCP264",12002544,"08/06/1997","F",643255,4841962,23.2,NA,2,"BWC-S",10,1.90223171781161,1997
"333","BKCP265",12002581,"08/12/1997","F",636921,4857744,22.5,NA,1,"BWC-S",8,1.62113012415059,1997
"334","BKCP266",12002582,"08/12/1997","F",636921,4857744,22.5,NA,1,"BWC-S",8,1.67798250017426,1997
"335","BKCP267",12002619,"08/19/1997","F",640155,4840812,21.6,NA,2,"BWC-S",10,1.62376684741281,1997
"336","BKCP268",12002620,"08/19/1997","F",640255,4839162,21.7,NA,2,"BWC-S",4,1.242453324894,1997
"337","BKCP269",12002624,"08/20/1997","F",638905,4837212,20.6,NA,2,"BWC-S",9,1.5773089692438,1997
"338","BKCP270",12002678,"09/02/1997","F",641205,4845562,23.3,NA,1,"BWC-S",10,1.80407093797238,1997
"339","BKCP271",12001415,"08/03/1995","F",641205,4843662,28.3,NA,2,"BWC-S",12,2.00071287672341,1995
"340","BKCP272",12001437,"08/09/1995","F",637005,4857912,29.9,NA,NA,"BWC-S",9,1.85637930367536,1995
"341","BKCP273",12001438,"08/09/1995","F",636921,4857744,29.9,NA,NA,"BWC-S",8,1.52549619437381,1995
"342","BKCP274",12001439,"08/09/1995","F",636921,4857744,29.9,NA,NA,"BWC-S",9,1.76512008080241,1995
"343","BKCP275",12001440,"08/09/1995","F",638555,4856912,29.9,NA,1,"BWC-S",9,1.7048287130642,1995
"344","BKCP276",12002660,"08/27/1997","F",643455,4838462,21.6,NA,NA,"IMP-S",9,1.52815077132873,1997
"345","BKCP277",12002661,"08/27/1997","F",643205,4837262,21.4,NA,2,"IMP-S",4,1.16222554492109,1997
"346","BKCP278",12002662,"08/27/1997","F",643405,4836912,21.3,NA,2,"IMP-S",10,1.90819516310073,1997
"347","BKCP279",12002736,"09/17/1997","F",643055,4842012,22.2,NA,2,"BWC-S",6,1.04870886421562,1997
"348","BKCP280",12002739,"09/17/1997","F",643655,4839812,21.8,NA,2,"IMP-S",9,1.65079548585778,1997
"349","BKCP281",12002864,"10/13/1997","F",643705,4844262,15.8,NA,NA,"BWC-S",7,1.68924530995639,1997
"350","BKCP282",12002865,"10/13/1997","F",642889,4845173,16.5,NA,1,"BWC-S",14,2.16708133221654,1997
"351","BKCP283",12002866,"10/13/1997","F",642889,4845173,16.5,NA,1,"BWC-S",10,1.79813798233659,1997
"352","BLGL257",12002648,"08/26/1997","F",641705,4834212,21.4,NA,2,"IMP-S",7,1.8446214763655,1997
"353","BKCP284",12002859,"10/13/1997","F",643505,4845462,16.3,NA,1,"BWC-S",11,2.02178245366466,1997
"354","BKCP285",12002860,"10/13/1997","F",643855,4845312,15.8,NA,1,"BWC-S",11,1.86512217660277,1997
"355","BKCP286",12002863,"10/13/1997","F",643555,4845312,16.8,NA,1,"BWC-S",4,0.987550784158605,1997
"356","BKCP287",12002021,"08/12/1996","F",643419,4828896,25.9,NA,NA,"IMP-S",12,2.14643704956273,1996
"357","CARP163",12002024,"08/12/1996","F",641111,4828176,25.7,NA,NA,"IMP-S",7,1.60495789000895,1996
"358","BKCP288",12002115,"08/29/1996","F",638855,4857712,23.2,NA,NA,"BWC-S",10,1.82289519997482,1996
"359","BKCP289",12002116,"08/29/1996","F",638955,4856962,23.6,NA,NA,"BWC-S",13,2.00284223744569,1996
"360","BKCP290",12002118,"08/29/1996","F",638455,4857012,23.3,NA,NA,"BWC-S",6,1.42582335011114,1996
"361","FWDM140",12002245,"10/09/1996","F",641209,4835439,12.9,NA,NA,"IMP-S",4,1.11896886688163,1996
"362","BKCP291",12002247,"10/09/1996","F",643055,4835312,13.1,NA,NA,"IMP-S",7,1.49215300329504,1996
"363","BKCP292",12002252,"10/10/1996","F",639405,4842262,10.4,NA,1,"BWC-S",8,1.54351176586626,1996
"364","BKCP293",12002841,"10/08/1997","F",639655,4849162,19.7,NA,2,"BWC-S",11,1.96655477885445,1997
"365","BKCP294",12002627,"08/20/1997","F",640155,4838312,20.8,NA,2,"BWC-S",8,1.65238741855317,1997
"366","BKCP295",12002689,"09/03/1997","F",642889,4845173,22.2,NA,1,"BWC-S",6,1.40875604032231,1997
"367","BKCP296",12002760,"09/22/1997","F",641905,4827712,17.6,NA,NA,"IMP-S",8,1.87512185601982,1997
"368","BKCP297",12002757,"09/22/1997","F",639455,4831982,17.4,NA,NA,"IMP-S",6,1.18393424812157,1997
"369","BKCP298",12002759,"09/22/1997","F",640355,4829112,17.9,NA,NA,"IMP-S",7,1.70865594734207,1997
"370","BKBH5",12002996,"07/06/1998","F",638405,4858462,27.2,NA,2,"BWC-S",8,1.75217807066243,1998
"371","BKCP300",12002820,"10/06/1997","F",636921,4857744,18.7,NA,1,"BWC-S",5,0.799590897192524,1997
"372","BKCP301",12002821,"10/06/1997","F",636921,4857744,18.7,NA,1,"BWC-S",2,0.692346967089961,1997
"373","BKCP302",12002822,"10/06/1997","F",637655,4856162,19.3,NA,NA,"BWC-S",4,1.05347221690545,1997
"374","BKCP303",12001589,"09/21/1995","F",640505,4836612,15.7,NA,1,"IMP-S",9,1.85422102917412,1995
"375","BKCP304",12001592,"09/21/1995","F",642955,4834962,13.6,NA,NA,"IMP-S",8,1.77703320138127,1995
"376","BKCP305",12001721,"10/18/1995","F",638755,4856312,13.2,NA,1,"BWC-S",12,2.11691360328876,1995
"377","BKCP306",12002976,"07/01/1998","F",643205,4837262,24.5,NA,1,"IMP-S",15,2.20676248692256,1998
"378","BKCP307",12002977,"07/01/1998","F",643355,4836512,24.7,NA,NA,"IMP-S",12,2.18523956021907,1998
"379","FHCF52",12002979,"07/01/1998","F",642955,4834112,24.8,NA,NA,"IMP-S",2,0.693147180559945,1998
"380","BKCP308",12003076,"07/29/1998","F",640155,4840662,25.6,NA,2,"BWC-S",6,1.4610386471737,1998
"381","BKCP309",12003078,"07/29/1998","F",640405,4841312,26,NA,2,"BWC-S",5,1.2945451658449,1998
"382","BKCP310",12003090,"07/30/1998","F",639305,4842512,24.1,NA,2,"BWC-S",14,2.1965501533094,1998
"383","BKBH6",12003184,"08/24/1998","F",636921,4857744,25.4,NA,1,"BWC-S",11,1.61283066189512,1998
"384","BKCP312",12003185,"08/24/1998","F",636921,4857744,25.4,NA,1,"BWC-S",10,1.74912362556274,1998
"385","BKCP313",12003186,"08/24/1998","F",637655,4856112,25.1,NA,1,"BWC-S",7,1.52151694544344,1998
"386","BKCP314",12003069,"07/28/1998","F",643505,4845712,26.2,NA,2,"BWC-S",10,2.09896635959851,1998
"387","BKCP315",12003070,"07/28/1998","F",644105,4844962,25,NA,2,"BWC-S",10,1.97413966407632,1998
"388","BKCP316",12003071,"07/28/1998","F",642889,4845173,26.3,NA,2,"BWC-S",13,2.26537096386286,1998
"389","BKCP317",12003072,"07/28/1998","F",642889,4845173,26.3,NA,2,"BWC-S",11,1.84433100909997,1998
"390","BKCP318",12002354,"06/16/1997","F",642889,4845173,21.8,NA,NA,"BWC-S",5,1.24655468864776,1997
"391","FWDM152",12002508,"07/22/1997","F",643305,4828362,24.9,NA,NA,"IMP-S",1,0,1997
"392","BKCP319",12002555,"08/07/1997","F",641855,4842012,24.2,NA,2,"BWC-S",3,0.759547391474863,1997
"393","BKCP320",12002561,"08/07/1997","F",642005,4841362,24.4,NA,2,"BWC-S",7,1.79175946922805,1997
"394","BKCP321",12003172,"08/19/1998","F",642305,4848062,25.3,NA,NA,"BWC-S",13,2.27749472405983,1998
"395","BKCP322",12003177,"08/19/1998","F",643155,4845162,25.3,NA,2,"BWC-S",13,2.21360728450309,1998
"396","BKCP323",12003306,"09/21/1998","F",640555,4841312,21.6,NA,2,"BWC-S",5,1.56071040904141,1998
"397","BKCP324",12003310,"09/21/1998","F",640455,4841612,21.5,NA,2,"BWC-S",12,1.53772911303836,1998
"398","CARP181",12002958,"06/29/1998","F",639855,4834212,24,NA,1,"IMP-S",4,1.32966134885476,1998
"399","BKCP325",12003153,"08/17/1998","F",642889,4845173,25.7,NA,2,"BWC-S",16,2.44303085664492,1998
"400","BKCP326",12003154,"08/17/1998","F",642889,4845173,25.7,NA,2,"BWC-S",10,2.06557796272504,1998
"401","BKCP327",12003156,"08/17/1998","F",642905,4845562,26.4,NA,2,"BWC-S",11,1.73212900471026,1998
"402","BKCP328",12003116,"08/05/1998","F",643405,4829612,22.3,NA,2,"IMP-S",8,1.76579178352792,1998
"403","BKCP329",12003121,"08/06/1998","F",641205,4835512,20.6,NA,2,"IMP-S",3,0.796311640173813,1998
"404","BKCP330",12003123,"08/06/1998","F",641155,4835412,20.7,NA,1,"IMP-S",6,1.73476452102578,1998
"405","BKCP331",12003149,"08/17/1998","F",643855,4844412,24.6,NA,2,"BWC-S",9,1.74020931681293,1998
"406","BLGL302",12003150,"08/17/1998","F",643505,4844962,23.5,NA,2,"BWC-S",7,1.68330070501832,1998
"407","BKCP332",12003151,"08/17/1998","F",643355,4845412,25.4,NA,2,"BWC-S",12,2.09079732186307,1998
"408","BKCP333",12003232,"09/01/1998","F",641355,4842412,25.4,NA,2,"BWC-S",8,1.68111657135446,1998
"409","BKCP334",12003235,"09/01/1998","F",642305,4844062,25.1,NA,2,"BWC-S",7,1.77823330579971,1998
"410","BKCP335",12003346,"09/29/1998","F",643455,4829462,21,NA,1,"IMP-S",9,1.99684485256425,1998
"411","BKCP336",12003347,"09/29/1998","F",640355,4829112,21.8,NA,1,"IMP-S",11,2.12901596407483,1998
"412","BKBH7",12002993,"07/06/1998","F",639155,4855362,24.6,NA,NA,"BWC-S",13,1.965855088313,1998
"413","BKCP338",12003099,"08/03/1998","F",640055,4837862,24.8,NA,1,"BWC-S",7,1.45011394600639,1998
"414","BKCP339",12003103,"08/04/1998","F",643255,4836262,22.6,NA,2,"IMP-S",11,2.03425540042718,1998
"415","BKCP340",12003226,"09/01/1998","F",642755,4842162,23.2,NA,2,"BWC-S",9,1.84413242901655,1998
"416","BKCP341",12001970,"07/24/1996","F",642889,4845173,24.9,NA,2,"BWC-S",13,2.10530213606061,1996
"417","BKCP342",12001971,"07/24/1996","F",642705,4846312,24.9,NA,2,"BWC-S",5,1.13995543515555,1996
"418","BKCP343",12002129,"09/03/1996","F",636921,4857744,24.9,NA,NA,"BWC-S",10,1.70823093860074,1996
"419","BKCP344",12003273,"09/17/1998","F",642889,4845173,22.5,NA,2,"BWC-S",13,1.88274853210893,1998
"420","BKCP345",12003274,"09/17/1998","F",642889,4845173,22.5,NA,2,"BWC-S",13,2.29177187112146,1998
"421","BKCP346",12003327,"09/23/1998","F",642905,4841662,15.7,NA,2,"BWC-S",10,1.85381797173905,1998
"422","BKCP347",12003330,"09/23/1998","F",643555,4839412,19.1,NA,1,"IMP-S",11,2.31957499667359,1998
"423","BKCP348",12003461,"06/15/1999","F",640855,4840362,21.2,NA,1,"BWC-S",13,2.2318448513291,1999
"424","BKCP349",12003466,"06/15/1999","F",641205,4841012,21.6,NA,1,"BWC-S",9,1.96523704938023,1999
"425","BKCP350",12003473,"06/16/1999","F",640255,4838862,22.5,NA,2,"BWC-S",9,1.99279814410984,1999
"426","BKCP351",12003474,"06/16/1999","F",643305,4836112,19,NA,1,"IMP-S",8,1.87512185601982,1999
"427","BKCP352",12003325,"09/23/1998","F",643105,4842312,17.5,NA,2,"BWC-S",5,1.25720102092761,1998
"428","BKCP353",12003326,"09/23/1998","F",643055,4842162,17.8,NA,2,"BWC-S",6,1.24137627774121,1998
"429","14",12003459,"06/15/1999","F",640905,4839662,21.5,NA,1,"BWC-S",1,0,1999
"430","BKCP354",12002854,"10/13/1997","F",642405,4844212,15.8,NA,1,"BWC-S",7,1.4633000931732,1997
"431","BLGL326",12003526,"06/30/1999","F",642055,4827512,23,NA,2,"IMP-S",4,0.72012488127181,1999
"432","BKCP355",12003534,"07/06/1999","F",636921,4857744,26.8,NA,1,"BWC-S",8,1.44907450512302,1999
"433","BKCP356",12003535,"07/06/1999","F",636921,4857744,26.8,NA,1,"BWC-S",12,2.22465548951015,1999
"434","BKCP357",12003614,"07/22/1999","F",640455,4841362,25.1,NA,2,"BWC-S",13,2.22566435211463,1999
"435","BKCP358",12003352,"09/30/1998","F",641055,4834962,18.5,NA,1,"IMP-S",10,1.94553280603224,1998
"436","BKCP359",12003435,"10/21/1998","F",636921,4857744,12.6,NA,NA,"BWC-S",6,1.55357892229431,1998
"437","BKCP360",12003436,"10/21/1998","F",636921,4857744,12.6,NA,NA,"BWC-S",8,1.97904072058891,1998
"438","BKCP361",12003428,"10/20/1998","F",637805,4856262,12.5,NA,NA,"BWC-S",13,2.21250132241908,1998
"439","BKCP362",12003432,"10/20/1998","F",637555,4857762,12.1,NA,1,"BWC-S",6,1.40238901153277,1998
"440","BKCP363",12003594,"07/20/1999","F",639505,4848912,25,NA,1,"BWC-S",6,1.44754611637434,1999
"441","BKCP364",12003426,"10/20/1998","F",637605,4856012,12.3,NA,NA,"BWC-S",15,2.24227663623325,1998
"442","BKCP365",12002160,"09/11/1996","F",639455,4842962,22.6,NA,2,"BWC-S",13,2.05821700002811,1996
"443","BLGL338",12002263,"10/14/1996","F",638555,4855412,14.1,NA,NA,"BWC-S",6,1.35917173785972,1996
"444","BKCP366",12002266,"10/14/1996","F",638605,4858562,15.1,NA,NA,"BWC-S",8,1.69311734921887,1996
"445","BKCP367",12003557,"07/08/1999","F",638905,4857162,26.7,NA,1,"BWC-S",15,2.3363692304448,1999
"446","BLGL341",12003631,"07/26/1999","F",643105,4842362,30.3,NA,2,"BWC-S",5,0.924803525092824,1999
"447","BKCP368",12003720,"08/19/1999","F",638955,4850162,22.1,NA,2,"BWC-S",8,1.8292850452722,1999
"448","BKCP369",12003721,"08/19/1999","F",636921,4857744,23.1,NA,1,"BWC-S",9,1.66307853786311,1999
"449","BKCP370",12003722,"08/19/1999","F",636921,4857744,23.1,NA,1,"BWC-S",4,1.19829051868552,1999
"450","BKCP371",12003801,"09/09/1999","F",641705,4834162,20.9,NA,2,"IMP-S",5,1.40194545937873,1999
"451","BKCP372",12003549,"07/08/1999","F",638655,4850662,24.2,NA,2,"BWC-S",8,1.89259293695162,1999
"452","BKCP373",12003551,"07/08/1999","F",639205,4855612,NA,NA,1,"BWC-S",11,1.87104549594253,1999
"453","BKCP374",12003713,"08/18/1999","F",638005,4857562,23.7,NA,2,"BWC-S",7,1.61650582613329,1999
"454","BKCP375",12003787,"09/07/1999","F",640755,4836412,25.5,NA,1,"IMP-S",16,2.48670486704479,1999
"455","BKCP376",12003789,"09/07/1999","F",640755,4839162,23.8,NA,1,"BWC-S",13,2.32345247272772,1999
"456","BKCP377",12003028,"07/13/1998","F",642955,4841812,26.7,NA,2,"BWC-S",6,1.52819345804332,1998
"457","BKCP378",12003030,"07/14/1998","F",642205,4841312,27,NA,NA,"BWC-S",7,1.61511955006041,1998
"458","BKCP379",12003066,"07/28/1998","F",640905,4845012,25.8,NA,1,"BWC-S",6,1.50628852141752,1998
